D5A ,000001,000000 ,000000 ,000001 ,000009,000000 ,000000 ,000000 ,000009 ,000032,000309 
MICU,000002,000000 ,000000 ,000002 ,000001,000000 ,000000 ,000001-,000000 ,000015,000138 
NIU ,000000,000000 ,000000 ,000000 ,000002,000000 ,000000 ,000000 ,000002 ,000009,000080 
SICU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000008,000093 
PIC ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
D3B ,000004,000000 ,000000 ,000004 ,000002,000000 ,000000 ,000000 ,000002 ,000005,000049 
ICTU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
ESHP,000021,000000 ,000001-,000020 ,000002,000000 ,000001-,000000 ,000001 ,000003,000017 
SW5 ,000001,000000 ,000000 ,000001 ,000004,000000 ,000000 ,000000 ,000004 ,000031,000290 
SW6 ,000001,000000 ,000000 ,000001 ,000009,000000 ,000000 ,000000 ,000009 ,000028,000277 
SW7 ,000004,000000 ,000001-,000003 ,000016,000000 ,000001-,000000 ,000015 ,000020,000251 
D6B ,000001,000000 ,000000 ,000001 ,000006,000000 ,000000 ,000000 ,000006 ,000042,000387 
D6A ,000004,000000 ,000000 ,000004 ,000008,000000 ,000000 ,000000 ,000008 ,000035,000326 
PPU ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
NCCU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000003,000036 
TOTL,000149,000000 ,000012-,000137 ,000176,000000 ,000012-,000004-,000160 ,000652,006274 
