LDRA,000000,000000 ,000000 ,000000 ,000004,000000 ,000000 ,000001-,000003 ,000006,03-01-2019
LDRB,000000,000000 ,000000 ,000000 ,000007,000000 ,000000 ,000000 ,000007 ,000005,03-01-2019
LDRC,000008,000000 ,000000 ,000008 ,000002,000000 ,000000 ,000000 ,000002 ,000012,03-01-2019
PCU ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
WIN2,000000,000000 ,000000 ,000000 ,000003,000000 ,000000 ,000000 ,000003 ,000011,03-01-2019
NICU,000002,000000 ,000000 ,000002 ,000001,000000 ,000000 ,000000 ,000001 ,000018,03-01-2019
NCCN,000000,000000 ,000000 ,000000 ,000001,000000 ,000000 ,000000 ,000001 ,000009,03-01-2019
APTU,000002,000000 ,000000 ,000002 ,000004,000000 ,000000 ,000000 ,000004 ,000026,03-01-2019
S64 ,000000,000000 ,000000 ,000000 ,000002,000000 ,000000 ,000000 ,000002 ,000025,03-01-2019
NURA,000000,000000 ,000000 ,000000 ,000003,000000 ,000000 ,000001-,000002 ,000006,03-01-2019
NURD,000000,000000 ,000000 ,000000 ,000004,000000 ,000000 ,000000 ,000004 ,000007,03-01-2019
OBHD,000008,000000 ,000000 ,000008 ,000000,000000 ,000000 ,000000 ,000000 ,000001,03-01-2019
NURB,000001,000000 ,000000 ,000001 ,000005,000000 ,000000 ,000000 ,000005 ,000002,03-01-2019
NURC,000005,000000 ,000000 ,000005 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
SURA,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
SWAP,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
DSTB,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
CHST,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
DSTA,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
ENDO,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
ESS6,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
ESS2,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
ESCH,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
EDAU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
S66 ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
CVCU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
CVIC,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
S15 ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
HVCC,000001,000000 ,000000 ,000001 ,000005,000000 ,000000 ,000000 ,000005 ,000020,03-01-2019
M5  ,000003,000000 ,000000 ,000003 ,000006,000000 ,000000 ,000000 ,000006 ,000024,03-01-2019
M6  ,000004,000000 ,000000 ,000004 ,000009,000000 ,000000 ,000000 ,000009 ,000026,03-01-2019
M7  ,000002,000000 ,000000 ,000002 ,000007,000000 ,000000 ,000000 ,000007 ,000032,03-01-2019
CARE,000003,000000 ,000000 ,000003 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
D5A ,000002,000000 ,000000 ,000002 ,000008,000000 ,000000 ,000000 ,000008 ,000034,03-01-2019
MICU,000000,000000 ,000000 ,000000 ,000006,000000 ,000000 ,000000 ,000006 ,000013,03-01-2019
NIU ,000000,000000 ,000000 ,000000 ,000001,000000 ,000000 ,000000 ,000001 ,000008,03-01-2019
SICU,000000,000000 ,000000 ,000000 ,000001,000000 ,000000 ,000000 ,000001 ,000009,03-01-2019
PIC ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
D3B ,000002,000000 ,000001-,000001 ,000004,000000 ,000001-,000000 ,000003 ,000003,03-01-2019
ICTU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
ESHP,000007,000000 ,000000 ,000007 ,000000,000000 ,000000 ,000000 ,000000 ,000001,03-01-2019
SW5 ,000000,000000 ,000000 ,000000 ,000003,000000 ,000000 ,000000 ,000003 ,000030,03-01-2019
SW6 ,000002,000000 ,000000 ,000002 ,000009,000000 ,000000 ,000000 ,000009 ,000024,03-01-2019
SW7 ,000007,000000 ,000001-,000006 ,000008,000000 ,000001-,000000 ,000007 ,000026,03-01-2019
D6B ,000002,000000 ,000000 ,000002 ,000007,000000 ,000000 ,000000 ,000007 ,000039,03-01-2019
D6A ,000000,000000 ,000000 ,000000 ,000010,000000 ,000000 ,000000 ,000010 ,000033,03-01-2019
PPU ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,03-01-2019
NCCU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000004,03-01-2019
TOTL,000153,000000 ,000004-,000149 ,000157,000000 ,000004-,000003-,000150 ,000624,03-01-2019
C6-A,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
C6-B,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
C5-A,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
S1  ,000002,000000 ,000000 ,000002 ,000004,000000 ,000000 ,000000 ,000004 ,000011,04-01-2019
S2  ,000000,000000 ,000000 ,000000 ,000008,000000 ,000000 ,000000 ,000008 ,000021,04-01-2019
S3  ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
S5  ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
W3  ,000000,000000 ,000000 ,000000 ,000004,000000 ,000000 ,000000 ,000004 ,000022,04-01-2019
W4  ,000000,000000 ,000000 ,000000 ,000008,000000 ,000000 ,000000 ,000008 ,000030,04-01-2019
S3ON,000001,000000 ,000000 ,000001 ,000003,000000 ,000000 ,000000 ,000003 ,000019,04-01-2019
S4  ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
ESHD,000069,000000 ,000001-,000068 ,000003,000000 ,000001-,000000 ,000002 ,000022,04-01-2019
ICUA,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
ICUB,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
ICUC,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
CICU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
PAHD,000005,000000 ,000000 ,000005 ,000000,000000 ,000000 ,000000 ,000000 ,000001,04-01-2019
INCH,000002,000000 ,000001-,000001 ,000013,000000 ,000001-,000000 ,000012 ,000027,04-01-2019
PICU,000000,000000 ,000000 ,000000 ,000001,000000 ,000000 ,000000 ,000001 ,000003,04-01-2019
ADOL,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
LDRA,000000,000000 ,000000 ,000000 ,000004,000000 ,000000 ,000000 ,000004 ,000010,04-01-2019
LDRB,000001,000000 ,000000 ,000001 ,000002,000000 ,000000 ,000000 ,000002 ,000007,04-01-2019
LDRC,000002,000000 ,000000 ,000002 ,000001,000000 ,000000 ,000000 ,000001 ,000008,04-01-2019
PCU ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
WIN2,000000,000000 ,000000 ,000000 ,000004,000000 ,000000 ,000000 ,000004 ,000011,04-01-2019
NICU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000017,04-01-2019
NCCN,000001,000000 ,000000 ,000001 ,000002,000000 ,000000 ,000000 ,000002 ,000010,04-01-2019
APTU,000000,000000 ,000000 ,000000 ,000002,000000 ,000000 ,000000 ,000002 ,000026,04-01-2019
S64 ,000001,000000 ,000000 ,000001 ,000004,000000 ,000000 ,000000 ,000004 ,000026,04-01-2019
NURA,000000,000000 ,000000 ,000000 ,000004,000000 ,000000 ,000000 ,000004 ,000008,04-01-2019
NURD,000000,000000 ,000000 ,000000 ,000002,000000 ,000000 ,000000 ,000002 ,000005,04-01-2019
OBHD,000006,000000 ,000000 ,000006 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
NURB,000000,000000 ,000000 ,000000 ,000003,000000 ,000000 ,000001-,000002 ,000001,04-01-2019
NURC,000013,000000 ,000000 ,000013 ,000000,000000 ,000000 ,000000 ,000000 ,000003,04-01-2019
SURA,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
SWAP,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
DSTB,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
CHST,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
DSTA,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
ENDO,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
ESS6,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
ESS2,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
ESCH,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
EDAU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,04-01-2019
