D5A ,000002,000000 ,000001-,000001 ,000008,000000 ,000001-,000000 ,000007 ,000030,000859 
MICU,000000,000000 ,000000 ,000000 ,000001,000000 ,000000 ,000000 ,000001 ,000015,000379 
NIU ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000009,000225 
SICU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000011,000251 
PIC ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
D3B ,000004,000000 ,000000 ,000004 ,000001,000000 ,000000 ,000000 ,000001 ,000006,000137 
ICTU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
ESHP,000004,000000 ,000001-,000003 ,000001,000000 ,000001-,000001-,000001-,000001,000018 
SW5 ,000000,000000 ,000000 ,000000 ,000004,000000 ,000000 ,000000 ,000004 ,000031,000823 
SW6 ,000002,000000 ,000000 ,000002 ,000003,000000 ,000000 ,000000 ,000003 ,000028,000767 
SW7 ,000007,000000 ,000000 ,000007 ,000006,000000 ,000000 ,000000 ,000006 ,000024,000687 
D6B ,000001,000000 ,000000 ,000001 ,000005,000000 ,000000 ,000000 ,000005 ,000038,001077 
D6A ,000000,000000 ,000000 ,000000 ,000008,000000 ,000000 ,000000 ,000008 ,000032,000915 
PPU ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
NCCU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000003,000097 
TOTL,000143,000000 ,000011-,000132 ,000128,000000 ,000011-,000008-,000109 ,000639,017745 
