C6-A,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
C6-B,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
C5-A,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
S1  ,000000,000000 ,000000 ,000000 ,000006,000000 ,000000 ,000000 ,000006 ,000014,000347 
S2  ,000000,000000 ,000000 ,000000 ,000004,000000 ,000000 ,000000 ,000004 ,000023,000617 
S3  ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
S5  ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
W3  ,000000,000000 ,000000 ,000000 ,000003,000000 ,000000 ,000000 ,000003 ,000020,000567 
W4  ,000001,000000 ,000000 ,000001 ,000002,000000 ,000000 ,000000 ,000002 ,000030,000796 
S3ON,000002,000000 ,000000 ,000002 ,000001,000000 ,000000 ,000000 ,000001 ,000018,000520 
S4  ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
ESHD,000047,000000 ,000002-,000045 ,000002,000000 ,000002-,000000 ,000000 ,000028,000697 
ICUA,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
ICUB,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
ICUC,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
CICU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
PAHD,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000001,000001 
INCH,000003,000000 ,000000 ,000003 ,000010,000000 ,000000 ,000000 ,000010 ,000019,000626 
PICU,000000,000000 ,000000 ,000000 ,000001,000000 ,000000 ,000000 ,000001 ,000002,000121 
ADOL,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
LDRA,000000,000000 ,000000 ,000000 ,000007,000000 ,000000 ,000000 ,000007 ,000006,000219 
LDRB,000000,000000 ,000000 ,000000 ,000001,000000 ,000000 ,000000 ,000001 ,000009,000217 
LDRC,000002,000000 ,000000 ,000002 ,000000,000000 ,000000 ,000000 ,000000 ,000005,000218 
PCU ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
WIN2,000000,000000 ,000000 ,000000 ,000002,000000 ,000000 ,000000 ,000002 ,000009,000330 
NICU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000023,000557 
NCCN,000000,000000 ,000000 ,000000 ,000001,000000 ,000000 ,000000 ,000001 ,000016,000296 
APTU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000026,000701 
S64 ,000001,000000 ,000000 ,000001 ,000002,000000 ,000000 ,000000 ,000002 ,000027,000714 
NURA,000000,000000 ,000000 ,000000 ,000007,000000 ,000000 ,000000 ,000007 ,000006,000198 
NURD,000000,000000 ,000000 ,000000 ,000002,000000 ,000000 ,000000 ,000002 ,000004,000218 
OBHD,000006,000000 ,000000 ,000006 ,000000,000000 ,000000 ,000000 ,000000 ,000001,000009 
NURB,000000,000000 ,000000 ,000000 ,000001,000000 ,000000 ,000000 ,000001 ,000004,000094 
NURC,000006,000000 ,000000 ,000006 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000039 
SURA,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
SWAP,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
DSTB,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
CHST,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000001 
DSTA,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
ENDO,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
ESS6,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
ESS2,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
ESCH,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
EDAU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
S66 ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
CVCU,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
CVIC,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
S15 ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000000,000000 
HVCC,000002,000000 ,000000 ,000002 ,000000,000000 ,000000 ,000000 ,000000 ,000021,000644 
M5  ,000001,000000 ,000000 ,000001 ,000003,000000 ,000000 ,000000 ,000003 ,000026,000688 
M6  ,000002,000000 ,000000 ,000002 ,000006,000000 ,000000 ,000000 ,000006 ,000026,000783 
M7  ,000000,000000 ,000000 ,000000 ,000000,000000 ,000000 ,000000 ,000000 ,000034,000878 
